City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
266,Umm Lajj,SA,2021-06-01 18:57:44,25.0213,37.2685,89.24,54,98,7.05
267,Saint Stephen,GB,2021-06-01 18:57:44,50.3333,-4.9,68.27,40,0,11.27
268,Sabha,LY,2021-06-01 18:57:44,27.0377,14.4283,91.99,16,4,10.27
269,Ostrovnoy,RU,2021-06-01 18:57:45,68.0531,39.5131,44.11,90,100,12.71
270,Ambalavao,MG,2021-06-01 18:57:45,-21.8333,46.9333,61.38,94,100,4.03
271,Banjar,ID,2021-06-01 18:57:45,-8.19,114.9675,76.86,83,22,2.8
272,Akyab,MM,2021-06-01 18:57:46,20.15,92.9,82.87,82,41,4.45
273,Merritt Island,US,2021-06-01 18:57:46,28.5392,-80.672,94.05,66,40,10.29
274,Tabuk,PH,2021-06-01 18:57:46,17.4189,121.4443,76.42,87,100,2.44
275,Vestmannaeyjar,IS,2021-06-01 18:57:47,63.4427,-20.2734,45.54,80,100,15.01
276,Genhe,CN,2021-06-01 18:57:47,50.7833,121.5167,41.38,98,100,2.73
277,Pingliang,CN,2021-06-01 18:57:47,35.5392,106.6861,64.87,61,100,3.04
278,Qurayyat,SA,2021-06-01 18:57:48,31.3318,37.3428,84.38,23,0,19.53
279,Eskil,TR,2021-06-01 18:57:48,38.4017,33.4131,57.94,63,89,7.85
280,Zhangye,CN,2021-06-01 18:57:48,38.9342,100.4517,63.95,16,100,15.23
281,Methoni,GR,2021-06-01 18:57:49,36.8197,21.7049,66.06,68,5,19.13
282,Ola,RU,2021-06-01 18:57:49,59.5833,151.2833,37.63,98,100,3.76
283,Verkhnyaya Inta,RU,2021-06-01 18:57:49,65.9811,60.3094,34.03,78,100,19.86
284,Ilulissat,GL,2021-06-01 18:57:50,69.2167,-51.1,36.88,73,21,5.86
285,Kaitangata,NZ,2021-06-01 18:57:50,-46.2817,169.8464,47.93,70,99,10.16
286,Enshi,CN,2021-06-01 18:57:50,30.3,109.4833,71.26,85,100,0.98
287,Bosobolo,CD,2021-06-01 18:57:51,4.1833,19.9,74.19,71,77,2.68
288,West Fargo,US,2021-06-01 18:57:51,46.875,-96.9004,80.65,18,1,5.99
289,Shimoda,JP,2021-06-01 18:57:51,34.6667,138.95,69.12,86,100,2.51
290,Bhag,PK,2021-06-01 18:57:52,29.0415,67.8239,95.7,27,0,1.63
291,Turukhansk,RU,2021-06-01 18:57:52,65.8167,87.9833,31.66,87,5,4.41
292,Yar-Sale,RU,2021-06-01 18:57:52,66.8333,70.8333,34.05,72,2,10.63
293,Dalaba,GN,2021-06-01 18:57:53,10.7,-12.25,66.94,92,98,4.83
294,Komsomolskoye,RU,2021-06-01 18:57:53,55.2567,47.5461,51.82,78,100,7.07
295,Pincher Creek,CA,2021-06-01 18:57:53,49.4833,-113.952,77.36,29,90,12.66
296,Aracaju,BR,2021-06-01 18:57:54,-10.9111,-37.0717,76.95,83,75,4.61
297,Dingle,PH,2021-06-01 18:57:54,10.9995,122.6711,76.05,95,100,17.38
298,Los Llanos De Aridane,ES,2021-06-01 18:57:54,28.6585,-17.9182,67.75,83,20,8.61
299,Bonavista,CA,2021-06-01 18:57:55,48.6499,-53.1147,64.4,92,85,20.45
300,Krasnaya Polyana,RU,2021-06-01 18:57:55,56.242,51.1442,54.0,64,100,5.08
301,Mehamn,NO,2021-06-01 18:57:55,71.0357,27.8492,44.78,93,75,19.57
302,Doha,QA,2021-06-01 18:56:26,25.2867,51.5333,98.58,19,0,11.5
303,Macusani,PE,2021-06-01 18:57:56,-14.0833,-70.4333,53.85,34,67,4.99
304,Te Anau,NZ,2021-06-01 18:57:56,-45.4167,167.7167,46.67,89,94,4.29
305,Lasa,IT,2021-06-01 18:57:56,46.6166,10.7002,59.74,84,53,1.83
306,Liverpool,GB,2021-06-01 18:55:12,53.4106,-2.9779,75.15,53,100,10.92
307,Port Lincoln,AU,2021-06-01 18:57:57,-34.7333,135.8667,58.1,76,96,5.68
308,Ati,TD,2021-06-01 18:57:57,13.2154,18.3353,86.27,45,100,20.04
309,Esmeraldas,BR,2021-06-01 18:57:57,-19.7625,-44.3139,78.91,49,99,3.83
310,Qui Nhon,VN,2021-06-01 18:57:58,13.7667,109.2333,81.95,81,100,3.36
311,Mosquera,CO,2021-06-01 18:55:00,4.7059,-74.2302,68.09,52,40,9.22
312,Novikovo,RU,2021-06-01 18:57:58,51.1537,37.8879,52.36,78,100,13.58
313,Karratha,AU,2021-06-01 18:57:59,-20.7377,116.8463,69.28,34,90,16.71
314,Domna,RU,2021-06-01 18:57:59,51.8971,113.1573,42.96,87,100,2.42
315,Leshukonskoye,RU,2021-06-01 18:58:00,64.8989,45.7622,37.36,60,72,6.6
316,Terracina,IT,2021-06-01 18:58:00,41.2863,13.2217,68.95,66,16,5.12
317,Vardo,NO,2021-06-01 18:58:00,70.3705,31.1107,52.0,81,75,19.57
318,Weihe,CN,2021-06-01 18:58:01,32.9952,105.3247,60.85,87,100,0.89
319,Yellowknife,CA,2021-06-01 18:55:03,62.456,-114.3525,51.3,100,90,8.05
320,Kochi,IN,2021-06-01 18:58:01,9.9399,76.2602,76.98,82,83,6.51
321,Nikolskoye,RU,2021-06-01 18:58:02,59.7035,30.7861,58.89,77,43,3.31
322,Santa Marta,CO,2021-06-01 18:57:08,11.2408,-74.199,87.98,70,100,7.23
323,Kashi,CN,2021-06-01 18:58:02,39.4547,75.9797,77.23,35,37,2.89
324,Hasaki,JP,2021-06-01 18:58:02,35.7333,140.8333,59.4,77,100,6.89
325,Puerto Penasco,MX,2021-06-01 18:58:03,31.3167,-113.5333,81.91,50,91,8.01
326,Tha Mai,TH,2021-06-01 18:58:03,12.6214,102.0048,83.05,84,6,4.68
327,Lawton,US,2021-06-01 18:58:03,34.6087,-98.3903,72.07,78,100,11.99
328,Kilindoni,TZ,2021-06-01 18:58:04,-7.9139,39.6668,78.46,74,27,10.67
329,Halifax,CA,2021-06-01 18:53:56,44.6453,-63.5724,61.21,76,90,14.97
330,Jining,CN,2021-06-01 18:54:39,35.405,116.5814,71.04,75,100,8.3
331,Wanning,CN,2021-06-01 18:58:04,18.8003,110.3967,82.56,94,100,9.89
332,Biltine,TD,2021-06-01 18:58:05,14.5333,20.9167,92.41,26,100,10.58
333,Kota,IN,2021-06-01 18:58:05,25.1833,75.8333,94.57,27,5,7.63
334,Progreso,MX,2021-06-01 18:58:05,21.2833,-89.6667,93.11,64,100,15.97
335,Upata,VE,2021-06-01 18:58:06,8.0086,-62.3989,85.19,72,53,6.67
336,Luau,AO,2021-06-01 18:58:06,-10.7073,22.2247,64.4,41,85,3.69
337,Belyy Yar,RU,2021-06-01 18:58:06,53.6039,91.3903,51.69,50,0,2.24
338,Lahij,YE,2021-06-01 18:58:07,13.1667,44.5833,90.21,36,0,2.53
339,Prince George,CA,2021-06-01 18:55:52,53.9166,-122.753,72.25,56,75,3.44
340,Swan Hill,AU,2021-06-01 18:58:07,-35.3378,143.5544,49.59,70,3,5.5
341,College,US,2021-06-01 18:58:07,64.8569,-147.8028,59.09,86,100,3.27
342,Victoria,HK,2021-06-01 18:58:08,22.2855,114.1577,79.32,89,100,1.01
343,Pechenga,RU,2021-06-01 18:58:08,69.5259,31.1703,54.46,86,100,14.18
344,Curuca,BR,2021-06-01 18:58:09,-0.7289,-47.8481,78.33,92,73,4.92
345,Itarema,BR,2021-06-01 18:58:09,-2.9248,-39.9167,83.01,73,31,12.39
346,Alugan,PH,2021-06-01 18:58:09,12.2188,125.4808,79.56,82,100,13.56
347,Sansepolcro,IT,2021-06-01 18:58:10,43.5747,12.143,71.74,73,19,2.35
348,Kattivakkam,IN,2021-06-01 18:58:10,13.2167,80.3167,88.07,79,0,14.12
349,Okato,NZ,2021-06-01 18:58:10,-39.2,173.8833,45.68,80,100,6.15
350,Kant,IN,2021-06-01 18:58:11,27.8,79.8,89.37,33,90,5.86
351,Lamballe,FR,2021-06-01 18:58:11,48.4676,-2.5144,75.31,75,92,3.29
352,Iskilip,TR,2021-06-01 18:58:11,40.7353,34.4739,57.47,79,100,2.3
353,Margate,GB,2021-06-01 18:58:12,51.3813,1.3862,66.06,61,7,4.0
354,Sarany,RU,2021-06-01 18:58:12,58.5,58.8833,41.85,65,0,4.63
355,Iskateley,RU,2021-06-01 18:58:12,67.6803,53.1512,34.57,78,100,21.85
356,Maputo,MZ,2021-06-01 18:58:13,-25.9653,32.5892,59.23,90,97,1.99
357,Ikwiriri,TZ,2021-06-01 18:58:13,-7.9562,38.9716,69.3,96,15,2.84
358,Ponta Delgada,PT,2021-06-01 18:58:13,37.7333,-25.6667,63.32,59,20,14.97
359,Moron,AR,2021-06-01 18:58:13,-34.6534,-58.6198,64.96,56,100,3.0
360,Kjollefjord,NO,2021-06-01 18:58:14,70.9457,27.3465,44.65,93,75,15.23
361,Mayo,US,2021-06-01 18:56:31,38.8876,-76.5119,81.39,59,100,1.99
362,Peniche,PT,2021-06-01 18:58:14,39.3558,-9.3811,67.73,81,100,7.47
363,Krasnohrad,UA,2021-06-01 18:58:15,49.3814,35.4402,49.78,93,100,19.95
364,Manaquiri,BR,2021-06-01 18:58:15,-3.3167,-60.35,91.89,47,69,1.95
365,Klyuchi,RU,2021-06-01 18:58:15,52.2667,79.1667,71.33,38,69,8.28
366,Sur,OM,2021-06-01 18:58:16,22.5667,59.5289,94.91,34,0,10.47
367,Grindavik,IS,2021-06-01 18:58:16,63.8424,-22.4338,48.67,66,75,19.06
368,Kuching,MY,2021-06-01 18:58:16,1.55,110.3333,77.22,94,20,0.0
369,Wakkanai,JP,2021-06-01 18:58:16,45.4094,141.6739,47.88,86,99,12.3
370,Nome,US,2021-06-01 18:58:17,64.5011,-165.4064,49.15,45,0,7.96
371,Portland,US,2021-06-01 18:54:58,45.5234,-122.6762,87.1,47,37,1.99
372,Amapa,BR,2021-06-01 18:58:17,1.0,-52.0,80.08,94,29,2.82
373,Mul,IN,2021-06-01 18:58:18,20.0667,79.6667,86.09,56,95,7.16
374,Geraldton,AU,2021-06-01 18:58:18,-28.7667,114.6,53.13,87,0,7.94
375,Brae,GB,2021-06-01 18:58:18,60.3964,-1.353,51.71,76,10,6.89
376,Zyryanovsk,KZ,2021-06-01 18:58:19,49.7386,84.2719,60.73,71,86,1.7
377,Suna,RU,2021-06-01 18:58:19,57.8338,50.0588,47.62,66,6,6.6
378,San Antonio,US,2021-06-01 18:58:19,29.4241,-98.4936,85.19,67,75,1.01
379,Lazurne,UA,2021-06-01 18:58:20,46.084,32.5295,51.03,87,100,15.5
380,Plouzane,FR,2021-06-01 18:58:20,48.3833,-4.6167,73.72,68,0,3.83
381,Cervignano Del Friuli,IT,2021-06-01 18:58:20,45.8211,13.3381,67.96,58,3,4.63
382,Skagen,DK,2021-06-01 18:58:21,57.7209,10.5839,67.08,66,1,18.92
383,Knysna,ZA,2021-06-01 18:58:21,-34.0363,23.0471,55.78,87,10,5.21
384,Maniitsoq,GL,2021-06-01 18:58:21,65.4167,-52.9,39.18,78,75,7.67
385,Kawerau,NZ,2021-06-01 18:58:22,-38.1,176.7,42.67,92,0,3.76
386,Kolokani,ML,2021-06-01 18:58:22,13.5728,-8.0339,99.01,21,79,4.47
387,Garowe,SO,2021-06-01 18:58:22,8.4054,48.4845,82.36,53,100,20.51
388,Atherton,GB,2021-06-01 18:58:23,53.5237,-2.4935,74.75,54,99,10.02
389,Anaco,VE,2021-06-01 18:58:23,9.4389,-64.4728,91.51,39,82,10.6
390,Villa Guerrero,MX,2021-06-01 18:58:23,18.8667,-99.65,81.5,54,96,5.32
391,Huarmey,PE,2021-06-01 18:58:24,-10.0681,-78.1522,70.32,75,97,11.65
392,Urubamba,PE,2021-06-01 18:58:24,-13.3047,-72.1158,74.3,39,79,3.76
393,Pitimbu,BR,2021-06-01 18:58:24,-7.4706,-34.8086,82.99,71,3,10.07
394,Puerto Colombia,CO,2021-06-01 18:58:25,10.9878,-74.9547,87.89,73,100,12.53
395,Aksu,CN,2021-06-01 18:58:25,41.1231,80.2644,76.15,31,95,5.14
396,Kamenka,RU,2021-06-01 18:58:25,51.3223,42.7678,57.99,76,100,10.22
397,Waipawa,NZ,2021-06-01 18:58:26,-41.4122,175.5153,49.03,89,0,3.98
398,Killam,CA,2021-06-01 18:58:26,52.7834,-111.8518,78.39,33,100,13.8
399,Pangkalanbuun,ID,2021-06-01 18:58:26,-2.6833,111.6167,74.8,96,100,2.04
400,Laguna,US,2021-06-01 18:58:27,38.421,-121.4238,100.2,32,1,4.0
401,Kudahuvadhoo,MV,2021-06-01 18:58:27,2.6708,72.8944,83.7,65,25,14.67
402,Port Blair,IN,2021-06-01 18:58:27,11.6667,92.75,82.72,78,0,2.42
403,Bereda,ES,2021-06-01 18:58:28,43.2686,-7.5406,65.41,68,42,5.14
404,Boundiali,CI,2021-06-01 18:58:28,9.5217,-6.4869,82.06,62,9,1.59
405,Strezhevoy,RU,2021-06-01 18:58:28,60.7333,77.5889,39.18,68,13,5.64
406,Ust-Nera,RU,2021-06-01 18:58:28,64.5667,143.2,48.63,64,99,2.26
407,Keetmanshoop,NA,2021-06-01 18:58:29,-26.5833,18.1333,50.92,43,0,5.75
408,Quelimane,MZ,2021-06-01 18:55:06,-17.8786,36.8883,71.55,94,75,5.99
409,Kruisfontein,ZA,2021-06-01 18:58:29,-34.0033,24.7314,53.89,78,67,13.33
410,Seydi,TM,2021-06-01 18:58:30,39.4816,62.9137,92.05,13,0,9.86
411,Fort Nelson,CA,2021-06-01 18:58:30,58.8053,-122.7002,74.79,35,75,8.05
412,Northview,US,2021-06-01 18:58:30,43.0456,-85.6006,76.71,46,37,5.01
413,Pozo Colorado,PY,2021-06-01 18:58:30,-23.4923,-58.7972,86.81,32,0,7.9
414,Krasnyy Chikoy,RU,2021-06-01 18:58:31,50.3643,108.7512,36.43,100,100,2.26
415,Petropavlovsk-Kamchatskiy,RU,2021-06-01 18:58:31,53.0452,158.6483,36.19,93,75,0.27
416,Nichinan,JP,2021-06-01 18:58:31,31.6,131.3667,67.71,86,99,7.67
417,Harnosand,SE,2021-06-01 18:58:32,62.6323,17.9379,62.62,66,78,3.02
418,Tura,IN,2021-06-01 18:58:32,25.5198,90.2201,73.22,94,99,4.03
419,Lompoc,US,2021-06-01 18:58:32,34.6391,-120.4579,85.69,60,18,6.08
420,Dhidhdhoo,MV,2021-06-01 18:58:33,6.8833,73.1,83.21,74,76,17.54
421,Reforma,MX,2021-06-01 18:58:33,18.1,-91.0167,97.83,28,16,6.02
422,Walvis Bay,NA,2021-06-01 18:58:33,-22.9575,14.5053,61.75,63,0,7.14
423,Governador Valadares,BR,2021-06-01 18:56:58,-18.8511,-41.9494,84.79,48,84,2.84
424,Acajutla,SV,2021-06-01 18:58:34,13.5928,-89.8275,92.8,66,56,6.96
425,Malindi,KE,2021-06-01 18:58:34,-3.2175,40.1191,78.96,78,20,8.05
426,Inuvik,CA,2021-06-01 18:58:34,68.3499,-133.7218,34.81,69,90,10.36
427,Husavik,IS,2021-06-01 18:58:35,66.0449,-17.3389,51.71,72,100,4.68
428,Yuli,NG,2021-06-01 18:58:35,9.6989,10.2744,83.73,56,100,5.39
429,Coahuayana,MX,2021-06-01 18:58:36,18.7333,-103.6833,93.51,49,97,8.37
430,Kamina,CD,2021-06-01 18:58:36,-8.7386,24.9906,65.1,52,80,1.12
431,Hlatikulu,SZ,2021-06-01 18:58:36,-26.9667,31.3167,44.44,95,62,2.53
432,Lala,PH,2021-06-01 18:58:37,7.9745,123.7458,73.38,98,100,2.13
433,Zuwarah,LY,2021-06-01 18:58:37,32.9312,12.082,73.99,65,100,25.46
434,Nigde,TR,2021-06-01 18:58:37,37.8333,34.75,51.55,77,100,7.52
435,Durant,US,2021-06-01 18:58:38,33.994,-96.3708,73.11,77,90,9.22
436,Antofagasta,CL,2021-06-01 18:53:58,-23.65,-70.4,70.21,55,16,5.23
437,Sao Jose Da Coroa Grande,BR,2021-06-01 18:58:38,-8.8978,-35.1478,79.95,68,39,7.34
438,Saint-Francois,FR,2021-06-01 18:58:38,46.4154,3.9054,74.64,50,0,12.66
439,Maryborough,AU,2021-06-01 18:58:39,-25.5333,152.7,62.11,91,79,3.31
440,Biloela,AU,2021-06-01 18:58:39,-24.4167,150.5,54.21,88,2,4.12
441,Alyangula,AU,2021-06-01 18:58:39,-13.8483,136.4192,75.07,83,73,7.99
442,Puerto Rondon,CO,2021-06-01 18:58:40,6.2805,-71.1,73.65,96,100,4.88
443,Friendswood,US,2021-06-01 18:56:24,29.5294,-95.201,83.01,74,100,1.99
444,Balassagyarmat,HU,2021-06-01 18:58:40,48.073,19.2961,61.43,62,97,1.21
445,Pueblo Nuevo,MX,2021-06-01 18:58:41,23.3833,-105.3833,79.29,24,100,8.41
446,Khani,GE,2021-06-01 18:58:41,41.9563,42.9566,60.37,98,83,4.74
447,Paranhos,BR,2021-06-01 18:58:41,-23.8928,-55.4311,80.13,43,0,6.2
448,Grand-Lahou,CI,2021-06-01 18:58:41,5.1367,-5.0242,80.51,78,18,9.66
449,Baihar,IN,2021-06-01 18:58:42,22.1,80.55,84.2,51,100,3.78
450,Hit,IQ,2021-06-01 18:58:42,33.6416,42.8251,89.98,15,0,9.17
451,West Bay,KY,2021-06-01 18:58:42,19.3667,-81.4167,87.08,71,20,1.01
452,Margherita,IN,2021-06-01 18:58:43,27.2833,95.6833,72.95,99,91,1.54
453,Show Low,US,2021-06-01 18:58:18,34.2542,-110.0298,82.71,17,40,0.0
454,Berdychiv,UA,2021-06-01 18:57:07,49.8993,28.6024,48.2,86,100,8.88
455,Santa Cruz,BO,2021-06-01 18:56:26,-17.8,-63.1667,81.86,57,40,11.5
456,Colac,AU,2021-06-01 18:58:43,-38.3333,143.5833,52.09,72,100,1.39
457,Yulara,AU,2021-06-01 18:58:44,-25.2406,130.9889,51.64,71,40,5.75
458,Guarapari,BR,2021-06-01 18:58:44,-20.6667,-40.4975,79.92,73,100,6.13
459,Saryozek,KZ,2021-06-01 18:58:44,44.3583,77.9753,65.5,30,0,3.96
460,Mnogovershinnyy,RU,2021-06-01 18:58:45,53.9353,139.9242,50.2,76,78,4.45
461,Sitangkai,PH,2021-06-01 18:58:45,4.6628,119.3928,83.88,71,91,8.57
462,Chupa,RU,2021-06-01 18:58:45,66.27,33.0549,51.08,72,9,1.88
463,Urumqi,CN,2021-06-01 18:58:46,43.801,87.6005,76.15,22,0,5.17
464,Homer,US,2021-06-01 18:58:46,59.6425,-151.5483,57.07,66,62,11.01
465,Tiznit,MA,2021-06-01 18:58:46,29.5833,-9.5,69.82,53,52,6.64
466,Grand Gaube,MU,2021-06-01 18:58:47,-20.0064,57.6608,72.37,84,97,5.01
467,Pokaran,IN,2021-06-01 18:58:47,26.9167,71.9167,96.4,29,0,16.06
468,Korla,CN,2021-06-01 18:58:47,41.7597,86.1469,77.25,25,95,8.66
469,Kingaroy,AU,2021-06-01 18:58:48,-26.5333,151.8333,42.84,100,57,0.0
470,Olonets,RU,2021-06-01 18:58:48,60.9847,32.9698,52.95,70,99,5.08
471,Espeland,NO,2021-06-01 18:58:48,60.3833,5.4667,72.37,42,0,1.34
472,Bitkine,TD,2021-06-01 18:58:49,11.9801,18.2138,83.46,39,100,3.6
473,Marawi,PH,2021-06-01 18:58:49,7.9986,124.2928,66.65,94,100,6.62
474,Anshun,CN,2021-06-01 18:58:49,26.25,105.9333,63.61,91,100,2.98
475,Salta,AR,2021-06-01 18:56:09,-24.7859,-65.4117,75.79,33,0,7.0
476,Itacoatiara,BR,2021-06-01 18:58:50,-3.1431,-58.4442,91.89,45,36,2.95
477,Vista Hermosa,MX,2021-06-01 18:58:50,19.5167,-99.2167,74.39,33,41,7.29
478,Teofilo Otoni,BR,2021-06-01 18:58:50,-17.8575,-41.5053,82.67,46,68,5.21
479,Quatre Cocos,MU,2021-06-01 18:58:51,-20.2078,57.7625,72.09,75,63,14.72
480,Hoquiam,US,2021-06-01 18:58:51,46.9809,-123.8893,88.05,52,7,3.02
481,Noyabrsk,RU,2021-06-01 18:58:51,63.1994,75.4507,47.01,59,100,16.8
482,Oktyabrskiy,RU,2021-06-01 18:58:52,54.4815,53.471,56.75,89,91,6.58
483,Ouadda,CF,2021-06-01 18:58:52,8.0777,22.4007,68.13,94,100,5.19
484,Henties Bay,NA,2021-06-01 18:58:52,-22.116,14.2845,59.86,69,0,7.18
485,Aykhal,RU,2021-06-01 18:58:53,66.0,111.5,58.51,65,100,7.92
486,Irbeyskoye,RU,2021-06-01 18:58:53,55.6428,95.4522,48.18,79,0,4.85
487,San Benito Abad,CO,2021-06-01 18:58:53,8.929,-75.0271,82.33,72,100,2.19
488,Bani Walid,LY,2021-06-01 18:58:54,31.7566,13.9942,74.68,42,81,16.69
489,Almaznyy,RU,2021-06-01 18:58:54,48.0448,40.045,60.94,98,100,7.76
490,Xam Nua,LA,2021-06-01 18:58:54,20.4197,104.0439,71.26,83,100,3.27
491,Palu,ID,2021-06-01 18:58:54,-0.8917,119.8707,75.94,96,100,2.53
492,Manicore,BR,2021-06-01 18:58:55,-5.8092,-61.3003,94.5,29,5,3.33
493,Pacific Grove,US,2021-06-01 18:58:55,36.6177,-121.9166,80.15,86,39,3.0
494,Nabire,ID,2021-06-01 18:58:56,-3.3667,135.4833,76.08,93,100,2.75
495,Yenagoa,NG,2021-06-01 18:58:56,4.9247,6.2642,76.14,95,100,6.53
496,Abaete,BR,2021-06-01 18:58:56,-19.16,-45.4458,82.36,40,59,2.82
497,Roswell,US,2021-06-01 18:58:57,34.0232,-84.3616,82.67,52,45,5.99
498,Saint-Pierre,RE,2021-06-01 18:58:57,-21.3393,55.4781,76.68,69,90,14.97
499,Moerai,PF,2021-06-01 18:58:57,-22.4333,-151.3333,75.9,63,66,11.88
500,Troitsk,RU,2021-06-01 18:58:57,54.0979,61.5773,56.53,64,15,7.07
501,Jumla,NP,2021-06-01 18:58:58,29.2747,82.1838,54.46,85,9,3.44
502,Clarence Town,AU,2021-06-01 18:58:58,-32.5833,151.7833,53.56,68,100,2.95
503,Sampit,ID,2021-06-01 18:58:59,-2.5333,112.95,73.62,98,100,1.59
504,Vao,NC,2021-06-01 18:58:59,-22.6667,167.4833,68.72,60,100,11.56
505,Lazaro Cardenas,MX,2021-06-01 18:58:59,17.9583,-102.2,89.44,55,99,9.33
506,Chapais,CA,2021-06-01 18:59:00,49.7834,-74.8492,62.38,69,99,11.32
507,Stabat,ID,2021-06-01 18:59:00,3.761,98.4513,80.8,97,100,2.01
508,Safford,US,2021-06-01 18:59:00,32.834,-109.7076,92.52,23,7,8.99
509,Suoyarvi,RU,2021-06-01 18:59:01,62.0833,32.35,55.15,70,100,3.67
510,San Vicente,AR,2021-06-01 18:59:01,-26.6167,-54.1333,74.08,40,0,4.43
511,Port Hardy,CA,2021-06-01 18:59:01,50.6996,-127.4199,64.58,82,75,5.75
512,Verkhnevilyuysk,RU,2021-06-01 18:59:01,63.4453,120.3167,52.61,67,100,2.3
513,Mucurapo,TT,2021-06-01 18:59:02,10.6667,-61.5333,89.02,63,88,1.01
514,Abonnema,NG,2021-06-01 18:59:02,4.7084,6.7931,76.06,92,100,7.47
515,Delta Del Tigre,UY,2021-06-01 18:59:03,-34.7633,-56.3853,63.01,52,90,1.99
516,Sobolevo,RU,2021-06-01 18:59:03,54.4299,31.8996,48.49,71,18,7.4
517,Smolensk,RU,2021-06-01 18:59:03,55.0,33.0,47.01,72,0,5.7
518,Huilong,CN,2021-06-01 18:59:04,31.8111,121.655,69.04,78,100,25.14
519,Nishihara,JP,2021-06-01 18:59:04,26.1842,127.7558,76.28,88,75,11.41
520,Umea,SE,2021-06-01 18:59:04,63.8284,20.2597,60.73,51,0,3.44
521,Morondava,MG,2021-06-01 18:59:05,-20.2833,44.2833,74.41,77,100,9.95
522,Dunmore Town,BS,2021-06-01 18:59:05,25.5,-76.65,78.3,82,100,16.06
523,Bowen,AU,2021-06-01 18:59:06,-20.0167,148.2333,61.02,93,17,6.73
524,Vila Franca Do Campo,PT,2021-06-01 18:59:06,37.7167,-25.4333,63.01,61,19,14.29
525,Ferry Pass,US,2021-06-01 18:58:10,30.5102,-87.2125,89.17,71,75,11.5
526,Utete,TZ,2021-06-01 18:59:06,-7.986,38.758,69.26,94,26,2.89
527,Lodja,CD,2021-06-01 18:59:07,-3.4833,23.4333,76.64,51,100,1.83
528,Olafsvik,IS,2021-06-01 18:57:14,64.8945,-23.7142,45.52,78,12,16.51
529,Vostok,RU,2021-06-01 18:59:07,46.4856,135.8833,49.03,97,100,2.39
530,Amuntai,ID,2021-06-01 18:59:08,-2.4177,115.2494,74.77,96,100,1.43
531,Phek,IN,2021-06-01 18:59:08,25.6667,94.5,57.58,98,53,1.03
